Temps;EA0
20.958;-2.11689963936806
20.979;-2.07688263058662
21;-2.03186349570751
21.021;-1.95683160424232
21.042;-1.87179546058178
21.063;-1.76675081253052
21.084;-1.66170616447926
21.105;-1.54165513813496
21.126;-1.42160411179066
21.147;-1.27654245495796
21.168;-1.13148079812527
21.189;-0.971412762999535
21.21;-0.816346853971481
21.231;-0.666283071041107
21.252;-0.516219288110733
21.273;-0.376159757375717
21.294;-0.226095974445343
21.315;-0.0660279393196106
21.336;0.0940400958061218
21.357;0.259110257029533
21.378;0.434184670448303
21.399;0.594252705574036
21.42;0.754320740699768
21.441;0.914388775825501
21.462;1.07445681095123
21.483;1.22952271997929
21.504;1.36458012461662
21.525;1.4896332770586
21.546;1.59968005120754
21.567;1.70972682535648
21.588;1.79976509511471
21.609;1.8747969865799
21.63;1.92982037365437
21.651;1.97984163463116
21.672;2.00985439121723
21.693;2.01985864341259
21.714;2.01985864341259
21.735;1.99484801292419
21.756;1.95983313024044
21.777;1.90981186926365
21.798;1.83978210389614
21.819;1.7547459602356
21.84;1.64970131218433
21.861;1.54465666413307
21.882;1.42960776388645
21.903;1.29455035924912
21.924;1.14948870241642
21.945;0.989420667290688
21.966;0.829352632164955
21.987;0.674286723136902
22.008;0.519220814108849
22.029;0.354150652885437
22.05;0.174074113368988
22.071;0.00900395214557648
22.092;-0.151064082980156
22.113;-0.30112786591053
22.134;-0.441187396645546
22.155;-0.59125117957592
22.176;-0.736312836408615
22.197;-0.891378745436668
22.218;-1.03644040226936
22.239;-1.1965084373951
22.26;-1.34157009422779
22.281;-1.46662324666977
22.302;-1.58667427301407
22.323;-1.70672529935837
22.344;-1.81176994740963
22.365;-1.90180821716785
22.386;-1.98184223473072
22.407;-2.03686562180519
22.428;-2.0818847566843
22.449;-2.11689963936806
22.47;-2.13190601766109
22.491;-2.13690814375877
22.512;-2.12690389156342
22.533;-2.10189326107502
22.554;-2.06187625229359
22.575;-2.00685286521912
22.596;-1.93682309985161
22.617;-1.85178695619106
22.638;-1.75174443423748
22.659;-1.64169766008854
22.68;-1.52664875984192
22.701;-1.39659348130226
22.722;-1.2665382027626
22.743;-1.10647016763687
22.764;-0.956406384706497
22.785;-0.801340475678444
22.806;-0.65127669274807
22.827;-0.506215035915375
22.848;-0.36115337908268
22.869;-0.216091722249985
22.89;-0.0610258132219315
22.911;0.10404434800148
22.932;0.269114509224892
22.953;0.439186796545982
22.974;0.594252705574036
22.995;0.759322866797447
23.016;0.909386649727821
23.037;1.06945468485355
23.058;1.22952271997929
23.079;1.36458012461662
23.1;1.48463115096092
23.121;1.59968005120754
23.142;1.69972257316113
23.163;1.78475871682167
23.184;1.86479273438454
23.205;1.92481824755669
23.226;1.96483525633812
23.247;1.99484801292419
23.268;2.00485226511955
23.289;1.99985013902187
